path_id,plan_key,event_order,month_index,date,stage,event,amount,balance,floor,attempt,note,strategy_path_id,prefix_application_basis
35,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,35,ACCOUNT_STATE_BEFORE_PREFIX
36,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-07,funded,funded_failed,0.0,49817.506147093445,49700.0,1,Drawdown breached,36,ACCOUNT_STATE_BEFORE_PREFIX
36,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49817.506147093445,49700.0,1,capital budget exhausted or rebuys disabled,36,ACCOUNT_STATE_BEFORE_PREFIX
36,Alpha Futures - Advanced 50K - Funded only,1,2,2026-08-03,funded,funded_failed,0.0,50028.0,49950.0,1,Drawdown breached,36,ACCOUNT_STATE_BEFORE_PREFIX
36,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50028.0,49950.0,1,capital budget exhausted or rebuys disabled,36,ACCOUNT_STATE_BEFORE_PREFIX
37,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-13,funded,funded_failed,0.0,49878.0,49700.0,1,Drawdown breached,37,ACCOUNT_STATE_BEFORE_PREFIX
37,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49878.0,49700.0,1,capital budget exhausted or rebuys disabled,37,ACCOUNT_STATE_BEFORE_PREFIX
37,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-11,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,37,ACCOUNT_STATE_BEFORE_PREFIX
37,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,37,ACCOUNT_STATE_BEFORE_PREFIX
38,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-13,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,38,ACCOUNT_STATE_BEFORE_PREFIX
38,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,38,ACCOUNT_STATE_BEFORE_PREFIX
38,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-13,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,38,ACCOUNT_STATE_BEFORE_PREFIX
38,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,38,ACCOUNT_STATE_BEFORE_PREFIX
39,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,50145.0,49700.0,1,Drawdown breached,39,ACCOUNT_STATE_BEFORE_PREFIX
39,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50145.0,49700.0,1,capital budget exhausted or rebuys disabled,39,ACCOUNT_STATE_BEFORE_PREFIX
39,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,50145.0,49950.0,1,Drawdown breached,39,ACCOUNT_STATE_BEFORE_PREFIX
39,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50145.0,49950.0,1,capital budget exhausted or rebuys disabled,39,ACCOUNT_STATE_BEFORE_PREFIX
40,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-13,funded,funded_failed,0.0,49830.0,49700.0,1,Drawdown breached,40,ACCOUNT_STATE_BEFORE_PREFIX
40,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49830.0,49700.0,1,capital budget exhausted or rebuys disabled,40,ACCOUNT_STATE_BEFORE_PREFIX
40,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,40,ACCOUNT_STATE_BEFORE_PREFIX
40,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,40,ACCOUNT_STATE_BEFORE_PREFIX
41,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,41,ACCOUNT_STATE_BEFORE_PREFIX
41,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,41,ACCOUNT_STATE_BEFORE_PREFIX
41,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,41,ACCOUNT_STATE_BEFORE_PREFIX
41,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,41,ACCOUNT_STATE_BEFORE_PREFIX
42,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-13,funded,funded_failed,0.0,49977.0,49700.0,1,Drawdown breached,42,ACCOUNT_STATE_BEFORE_PREFIX
42,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-19,funded,terminal,0.0,49977.0,49700.0,1,capital budget exhausted or rebuys disabled,42,ACCOUNT_STATE_BEFORE_PREFIX
42,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,42,ACCOUNT_STATE_BEFORE_PREFIX
42,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-19,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,42,ACCOUNT_STATE_BEFORE_PREFIX
43,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-14,funded,funded_failed,0.0,50367.0,49700.0,1,Drawdown breached,43,ACCOUNT_STATE_BEFORE_PREFIX
43,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50367.0,49700.0,1,capital budget exhausted or rebuys disabled,43,ACCOUNT_STATE_BEFORE_PREFIX
43,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,43,ACCOUNT_STATE_BEFORE_PREFIX
43,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,43,ACCOUNT_STATE_BEFORE_PREFIX
44,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,49842.0,49700.0,1,Drawdown breached,44,ACCOUNT_STATE_BEFORE_PREFIX
44,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49842.0,49700.0,1,capital budget exhausted or rebuys disabled,44,ACCOUNT_STATE_BEFORE_PREFIX
44,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,44,ACCOUNT_STATE_BEFORE_PREFIX
44,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,44,ACCOUNT_STATE_BEFORE_PREFIX
45,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,45,ACCOUNT_STATE_BEFORE_PREFIX
45,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,45,ACCOUNT_STATE_BEFORE_PREFIX
45,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,45,ACCOUNT_STATE_BEFORE_PREFIX
45,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,45,ACCOUNT_STATE_BEFORE_PREFIX
46,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-13,funded,funded_failed,0.0,49806.0,49700.0,1,Drawdown breached,46,ACCOUNT_STATE_BEFORE_PREFIX
46,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49806.0,49700.0,1,capital budget exhausted or rebuys disabled,46,ACCOUNT_STATE_BEFORE_PREFIX
46,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,46,ACCOUNT_STATE_BEFORE_PREFIX
46,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,46,ACCOUNT_STATE_BEFORE_PREFIX
47,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-03,funded,funded_failed,0.0,49848.0,49700.0,1,Drawdown breached,47,ACCOUNT_STATE_BEFORE_PREFIX
47,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49848.0,49700.0,1,capital budget exhausted or rebuys disabled,47,ACCOUNT_STATE_BEFORE_PREFIX
47,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-17,funded,funded_failed,0.0,50220.0,49950.0,1,Drawdown breached,47,ACCOUNT_STATE_BEFORE_PREFIX
47,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50220.0,49950.0,1,capital budget exhausted or rebuys disabled,47,ACCOUNT_STATE_BEFORE_PREFIX
48,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-15,funded,funded_failed,0.0,50046.0,49700.0,1,Drawdown breached,48,ACCOUNT_STATE_BEFORE_PREFIX
48,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50046.0,49700.0,1,capital budget exhausted or rebuys disabled,48,ACCOUNT_STATE_BEFORE_PREFIX
48,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,50169.0,49950.0,1,Drawdown breached,48,ACCOUNT_STATE_BEFORE_PREFIX
48,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50169.0,49950.0,1,capital budget exhausted or rebuys disabled,48,ACCOUNT_STATE_BEFORE_PREFIX
49,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,49,ACCOUNT_STATE_BEFORE_PREFIX
49,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-19,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,49,ACCOUNT_STATE_BEFORE_PREFIX
49,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,49,ACCOUNT_STATE_BEFORE_PREFIX
49,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-19,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,49,ACCOUNT_STATE_BEFORE_PREFIX
50,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-15,funded,funded_failed,0.0,49917.0,49700.0,1,Drawdown breached,50,ACCOUNT_STATE_BEFORE_PREFIX
50,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49917.0,49700.0,1,capital budget exhausted or rebuys disabled,50,ACCOUNT_STATE_BEFORE_PREFIX
50,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-11,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,50,ACCOUNT_STATE_BEFORE_PREFIX
50,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,50,ACCOUNT_STATE_BEFORE_PREFIX
52,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,52,ACCOUNT_STATE_BEFORE_PREFIX
52,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,52,ACCOUNT_STATE_BEFORE_PREFIX
52,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,52,ACCOUNT_STATE_BEFORE_PREFIX
52,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,52,ACCOUNT_STATE_BEFORE_PREFIX
53,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,53,ACCOUNT_STATE_BEFORE_PREFIX
53,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,53,ACCOUNT_STATE_BEFORE_PREFIX
53,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,53,ACCOUNT_STATE_BEFORE_PREFIX
53,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,53,ACCOUNT_STATE_BEFORE_PREFIX
54,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-13,funded,funded_failed,0.0,49756.134594357325,49700.0,1,Drawdown breached,54,ACCOUNT_STATE_BEFORE_PREFIX
54,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49756.134594357325,49700.0,1,capital budget exhausted or rebuys disabled,54,ACCOUNT_STATE_BEFORE_PREFIX
54,Alpha Futures - Advanced 50K - Funded only,1,2,2026-08-05,funded,funded_failed,0.0,50574.0,49950.0,1,Drawdown breached,54,ACCOUNT_STATE_BEFORE_PREFIX
54,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50574.0,49950.0,1,capital budget exhausted or rebuys disabled,54,ACCOUNT_STATE_BEFORE_PREFIX
55,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-16,funded,funded_failed,0.0,49842.0,49700.0,1,Drawdown breached,55,ACCOUNT_STATE_BEFORE_PREFIX
55,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49842.0,49700.0,1,capital budget exhausted or rebuys disabled,55,ACCOUNT_STATE_BEFORE_PREFIX
55,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-14,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,55,ACCOUNT_STATE_BEFORE_PREFIX
55,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,55,ACCOUNT_STATE_BEFORE_PREFIX
56,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,56,ACCOUNT_STATE_BEFORE_PREFIX
56,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,56,ACCOUNT_STATE_BEFORE_PREFIX
56,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,56,ACCOUNT_STATE_BEFORE_PREFIX
56,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,56,ACCOUNT_STATE_BEFORE_PREFIX
57,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,57,ACCOUNT_STATE_BEFORE_PREFIX
57,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,57,ACCOUNT_STATE_BEFORE_PREFIX
58,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-14,funded,funded_failed,0.0,50194.134594357325,49843.0,1,Drawdown breached,58,ACCOUNT_STATE_BEFORE_PREFIX
58,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50194.134594357325,49843.0,1,capital budget exhausted or rebuys disabled,58,ACCOUNT_STATE_BEFORE_PREFIX
58,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-15,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,58,ACCOUNT_STATE_BEFORE_PREFIX
58,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,58,ACCOUNT_STATE_BEFORE_PREFIX
59,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,59,ACCOUNT_STATE_BEFORE_PREFIX
59,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,59,ACCOUNT_STATE_BEFORE_PREFIX
59,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,59,ACCOUNT_STATE_BEFORE_PREFIX
59,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,59,ACCOUNT_STATE_BEFORE_PREFIX
60,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-03,funded,funded_failed,0.0,49944.0,49700.0,1,Drawdown breached,60,ACCOUNT_STATE_BEFORE_PREFIX
60,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49944.0,49700.0,1,capital budget exhausted or rebuys disabled,60,ACCOUNT_STATE_BEFORE_PREFIX
60,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-15,funded,funded_failed,0.0,49968.0,49950.0,1,Drawdown breached,60,ACCOUNT_STATE_BEFORE_PREFIX
60,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49968.0,49950.0,1,capital budget exhausted or rebuys disabled,60,ACCOUNT_STATE_BEFORE_PREFIX
61,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-16,funded,funded_failed,0.0,50667.0,49950.0,1,Drawdown breached,61,ACCOUNT_STATE_BEFORE_PREFIX
61,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50667.0,49950.0,1,capital budget exhausted or rebuys disabled,61,ACCOUNT_STATE_BEFORE_PREFIX
62,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-14,funded,funded_failed,0.0,50325.0,49950.0,1,Drawdown breached,62,ACCOUNT_STATE_BEFORE_PREFIX
62,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50325.0,49950.0,1,capital budget exhausted or rebuys disabled,62,ACCOUNT_STATE_BEFORE_PREFIX
63,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-12,funded,funded_failed,0.0,50063.18026605692,49700.0,1,Drawdown breached,63,ACCOUNT_STATE_BEFORE_PREFIX
63,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50063.18026605692,49700.0,1,capital budget exhausted or rebuys disabled,63,ACCOUNT_STATE_BEFORE_PREFIX
63,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,63,ACCOUNT_STATE_BEFORE_PREFIX
63,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,63,ACCOUNT_STATE_BEFORE_PREFIX
64,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-14,funded,funded_failed,0.0,50169.0,49700.0,1,Drawdown breached,64,ACCOUNT_STATE_BEFORE_PREFIX
64,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50169.0,49700.0,1,capital budget exhausted or rebuys disabled,64,ACCOUNT_STATE_BEFORE_PREFIX
64,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-14,funded,funded_failed,0.0,50169.0,49950.0,1,Drawdown breached,64,ACCOUNT_STATE_BEFORE_PREFIX
64,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50169.0,49950.0,1,capital budget exhausted or rebuys disabled,64,ACCOUNT_STATE_BEFORE_PREFIX
65,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,50001.0,49950.0,1,Drawdown breached,65,ACCOUNT_STATE_BEFORE_PREFIX
65,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50001.0,49950.0,1,capital budget exhausted or rebuys disabled,65,ACCOUNT_STATE_BEFORE_PREFIX
66,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,66,ACCOUNT_STATE_BEFORE_PREFIX
66,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,66,ACCOUNT_STATE_BEFORE_PREFIX
66,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,66,ACCOUNT_STATE_BEFORE_PREFIX
66,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,66,ACCOUNT_STATE_BEFORE_PREFIX
67,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,67,ACCOUNT_STATE_BEFORE_PREFIX
67,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,67,ACCOUNT_STATE_BEFORE_PREFIX
67,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,67,ACCOUNT_STATE_BEFORE_PREFIX
67,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,67,ACCOUNT_STATE_BEFORE_PREFIX
68,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,68,ACCOUNT_STATE_BEFORE_PREFIX
68,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,68,ACCOUNT_STATE_BEFORE_PREFIX
68,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,68,ACCOUNT_STATE_BEFORE_PREFIX
68,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,68,ACCOUNT_STATE_BEFORE_PREFIX
69,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-10,funded,payout,1403.0,52100.0,50100.0,1,Payout taken; consistency state reset; gross_account_debit=1403.00; trader_profit_split=1.00,69,ACCOUNT_STATE_BEFORE_PREFIX
69,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-15,funded,funded_failed,0.0,50331.0,49950.0,1,Drawdown breached,69,ACCOUNT_STATE_BEFORE_PREFIX
69,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50331.0,49950.0,1,capital budget exhausted or rebuys disabled,69,ACCOUNT_STATE_BEFORE_PREFIX
70,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,70,ACCOUNT_STATE_BEFORE_PREFIX
70,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,70,ACCOUNT_STATE_BEFORE_PREFIX
70,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,70,ACCOUNT_STATE_BEFORE_PREFIX
70,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,70,ACCOUNT_STATE_BEFORE_PREFIX
71,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,71,ACCOUNT_STATE_BEFORE_PREFIX
71,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-19,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,71,ACCOUNT_STATE_BEFORE_PREFIX
71,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,71,ACCOUNT_STATE_BEFORE_PREFIX
71,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-19,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,71,ACCOUNT_STATE_BEFORE_PREFIX
72,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49700.0,1,Drawdown breached,72,ACCOUNT_STATE_BEFORE_PREFIX
72,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49700.0,1,capital budget exhausted or rebuys disabled,72,ACCOUNT_STATE_BEFORE_PREFIX
72,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,72,ACCOUNT_STATE_BEFORE_PREFIX
72,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,72,ACCOUNT_STATE_BEFORE_PREFIX
73,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-03,funded,funded_failed,0.0,50068.765756541194,49700.0,1,Drawdown breached,73,ACCOUNT_STATE_BEFORE_PREFIX
73,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-19,funded,terminal,0.0,50068.765756541194,49700.0,1,capital budget exhausted or rebuys disabled,73,ACCOUNT_STATE_BEFORE_PREFIX
73,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,50100.0,49950.0,1,Drawdown breached,73,ACCOUNT_STATE_BEFORE_PREFIX
73,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-19,funded,terminal,0.0,50100.0,49950.0,1,capital budget exhausted or rebuys disabled,73,ACCOUNT_STATE_BEFORE_PREFIX
74,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-17,funded,funded_failed,0.0,50166.0,49700.0,1,Drawdown breached,74,ACCOUNT_STATE_BEFORE_PREFIX
