portfolio_path_id,strategy_path_id,strategy_id,source_sequence_hash
0,0,mnq_breakout,543129a8729e7abb5ac040a45346d14d357dfcce7bc59f38c03440b24146de46
0,0,mgc_revert,5b375c9d0a79f0ec7ab68883e32706958f444c63a3b442ada4c3a4916fdb77c5
