master_path_version,master_path_id,rr_config_id,config,config_label,sequence_number,event_group_id,configuration_alternative_group_id,status,record_type,session_date,entry_time,exit_time,direction,exit_reason,effective_exit_reason,pnl_points,raw_stop_points,effective_stop_points,target_points,mae_points,mfe_points,source_trade_packet_id,source_type,evidence_status,excursion_confidence,mutually_exclusive_config_alternative,path_id,was_executed,candidate_pnl_points,executed_pnl_points,timestamp_policy,holding_duration_minutes,rolling_pf_before,gate_state_before,source_ledger_id,source_session_date,source_month,source_entry_time,source_exit_time,source_exit_reason,master_seed,mc_seed,prefix_application_basis,pf_scenario,regime_scenario,point_scale_scenario,strict_barrier_status,expected_weighted_source_pf,realized_prefix_net_points,forward_only_net_points,combined_net_points,cumulative_realized_points,cumulative_forward_only_points,cumulative_combined_points
2026-07-08.v1,JULY_AUGUST_REALIZED_PREFIX,1rr,operational_100r,OG_OPERATIONAL_100R,1,REALIZED_SIGNAL_2026_07_07,CURRENT_REALIZED_RR_ALTERNATIVES,REALIZED,EXECUTED_TRADE,2026-07-07,,,,TP,TP,150.0,,,,,,,USER_CONFIRMED,USER_CONFIRMED_REALIZED_OUTCOME,UNKNOWN_USER_CONFIRMED,True,0,True,150.0,150.0,USER_CONFIRMED_DATE_ONLY,,,CONFIRMED_REALIZED_EXECUTED,,,,,,,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,BASE_EXPECTANCY,stable,current,UNKNOWN,1.5683691646950209,-50.0,-111.98317570533436,-161.98317570533436,150.0,0.0,150.0
2026-07-08.v1,JULY_AUGUST_REALIZED_PREFIX,1rr,operational_100r,OG_OPERATIONAL_100R,2,REALIZED_SIGNAL_2026_07_08,CURRENT_REALIZED_RR_ALTERNATIVES,REALIZED,EXECUTED_TRADE,2026-07-08,,,,SL,SL,-200.0,,,,,,,USER_CONFIRMED,USER_CONFIRMED_REALIZED_OUTCOME,UNKNOWN_USER_CONFIRMED,True,0,True,-200.0,-200.0,USER_CONFIRMED_DATE_ONLY,,,CONFIRMED_REALIZED_EXECUTED,,,,,,,1729,1730,ACCOUNT_STATE_BEFORE_PREFIX,BASE_EXPECTANCY,stable,current,UNKNOWN,1.5683691646950209,-50.0,-111.98317570533436,-161.98317570533436,-50.0,0.0,-50.0
