rr_config_id,path_id,sequence_number,status,record_type,session_date,entry_time,exit_time,holding_duration_minutes,direction,exit_reason,effective_exit_reason,pnl_points,candidate_pnl_points,executed_pnl_points,raw_stop_points,effective_stop_points,target_points,mae_points,mfe_points,cumulative_realized_points,cumulative_forward_only_points,cumulative_combined_points,source_trade_packet_id,source_session_date,source_entry_time,source_exit_time,source_exit_reason,source_ledger_id,evidence_status,excursion_confidence,strict_barrier_status,timestamp_policy,pf_scenario,expectancy_tilt,expected_weighted_source_pf,regime_scenario,point_scale_scenario
1rr,0,1,REALIZED,EXECUTED_TRADE,2026-07-07,,,,,TP,TP,150.0,150.0,150.0,,,,,,150.0,0.0,150.0,,,,,,,USER_CONFIRMED_REALIZED_OUTCOME,UNKNOWN_USER_CONFIRMED,UNKNOWN,USER_CONFIRMED_DATE_ONLY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,2,REALIZED,EXECUTED_TRADE,2026-07-08,,,,,SL,SL,-200.0,-200.0,-200.0,,,,,,-50.0,0.0,-50.0,,,,,,,USER_CONFIRMED_REALIZED_OUTCOME,UNKNOWN_USER_CONFIRMED,UNKNOWN,USER_CONFIRMED_DATE_ONLY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,3,SYNTHETIC,HISTORICAL_PACKET,2026-07-09,2026-07-09T09:39:00+00:00,2026-07-09T11:25:00+00:00,106.0,short,TP,TP,28.875,28.875,28.875,28.875,28.875,28.875,3.308905665351631,30.19109433464837,-50.0,28.875,-21.125,1rr|validation|913_upper|2021-07-23 05:39:00-04:00,2021-07-23,2021-07-23 05:39:00-04:00,2021-07-23 07:25:00-04:00,TP,validation,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,4,SYNTHETIC,HISTORICAL_PACKET,2026-07-10,2026-07-10T13:56:00+00:00,2026-07-10T14:42:00+00:00,46.0,short,BE,BE,-0.0,-0.0,-0.0,11.25,11.25,11.25,8.221578594731,0.7784214052690004,-50.0,28.875,-21.125,1rr|external_2013_2015|117_upper|2013-07-01 09:56:00-04:00,2013-07-01,2013-07-01 09:56:00-04:00,2013-07-01 10:42:00-04:00,BE,external_2013_2015,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,5,SYNTHETIC,HISTORICAL_PACKET,2026-07-13,2026-07-13T12:07:00+00:00,2026-07-13T13:00:00+00:00,53.0,short,BE,BE,-0.0,-0.0,-0.0,27.75,27.75,27.75,6.0028631785316975,8.997136821468303,-50.0,28.875,-21.125,1rr|validation|907_upper|2021-07-25 19:21:00-04:00,2021-07-26,2021-07-25 19:21:00-04:00,2021-07-25 20:14:00-04:00,BE,validation,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,6,SYNTHETIC,HISTORICAL_PACKET,2026-07-14,2026-07-14T12:07:00+00:00,2026-07-14T13:00:00+00:00,53.0,short,BE,BE,-0.0,-0.0,-0.0,27.75,27.75,27.75,6.0028631785316975,8.997136821468303,-50.0,28.875,-21.125,1rr|validation|907_upper|2021-07-25 19:21:00-04:00,2021-07-26,2021-07-25 19:21:00-04:00,2021-07-25 20:14:00-04:00,BE,validation,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,7,SYNTHETIC,HISTORICAL_PACKET,2026-07-15,2026-07-15T12:07:00+00:00,2026-07-15T13:00:00+00:00,53.0,short,BE,BE,-0.0,-0.0,-0.0,27.75,27.75,27.75,6.0028631785316975,8.997136821468303,-50.0,28.875,-21.125,1rr|validation|907_upper|2021-07-25 19:21:00-04:00,2021-07-26,2021-07-25 19:21:00-04:00,2021-07-25 20:14:00-04:00,BE,validation,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,8,SYNTHETIC,HISTORICAL_PACKET,2026-07-16,2026-07-16T12:43:00+00:00,2026-07-16T13:06:00+00:00,23.0,short,TP,TP,37.125,37.125,37.125,37.125,37.125,37.125,16.156527994389762,39.59347200561024,-50.0,66.0,16.0,1rr|validation|1170_upper|2022-07-21 08:43:00-04:00,2022-07-21,2022-07-21 08:43:00-04:00,2022-07-21 09:06:00-04:00,TP,validation,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,9,SYNTHETIC,HISTORICAL_PACKET,2026-07-17,2026-07-17T04:13:00+00:00,2026-07-17T04:56:00+00:00,43.0,short,TP,TP,27.75,27.75,27.75,27.75,27.75,27.75,17.107764319165653,27.892235680834347,-50.0,93.75,43.75,1rr|build_years|1417_upper|2023-07-13 00:13:00-04:00,2023-07-13,2023-07-13 00:13:00-04:00,2023-07-13 00:56:00-04:00,TP,build_years,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,10,SYNTHETIC,HISTORICAL_PACKET,2026-07-20,2026-07-20T01:00:00+00:00,2026-07-20T13:40:00+00:00,760.0,long,SL,SL,-27.75,-27.75,-27.75,27.75,27.75,27.75,32.185882126801516,7.314117873198484,-50.0,66.0,16.0,1rr|build_years|140_lower|2018-07-22 21:00:00-04:00,2018-07-23,2018-07-22 21:00:00-04:00,2018-07-23 09:40:00-04:00,SL,build_years,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,11,SYNTHETIC,HISTORICAL_PACKET,2026-08-03,2026-08-03T02:28:00+00:00,2026-08-03T04:32:00+00:00,124.0,short,BE,BE,-0.0,-0.0,-0.0,7.875,7.875,7.875,0.0483116501154654,4.9516883498845345,-50.0,66.0,16.0,1rr|build_years|168_upper|2018-08-28 22:28:00-04:00,2018-08-29,2018-08-28 22:28:00-04:00,2018-08-29 00:32:00-04:00,BE,build_years,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,12,SYNTHETIC,HISTORICAL_PACKET,2026-08-04,2026-08-04T13:33:00+00:00,2026-08-04T14:00:00+00:00,27.0,short,SL,SL,-29.625,-29.625,-29.625,29.625,29.625,29.625,33.10513231106961,19.39486768893039,-50.0,36.375,-13.625,1rr|build_years|656_upper|2020-08-03 09:33:00-04:00,2020-08-03,2020-08-03 09:33:00-04:00,2020-08-03 10:00:00-04:00,SL,build_years,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
1rr,0,13,SYNTHETIC,HISTORICAL_PACKET,2026-08-05,2026-08-05T11:42:00+00:00,2026-08-05T13:30:00+00:00,108.0,long,SL,SL,-14.25,-14.25,-14.25,14.25,14.25,14.25,15.415001232432132,0.5849987675678676,-50.0,22.125,-27.875,1rr|external_2013_2015|154_lower|2013-08-15 07:42:00-04:00,2013-08-15,2013-08-15 07:42:00-04:00,2013-08-15 09:30:00-04:00,SL,external_2013_2015,SOURCE_VERIFIED,EXACT_SOURCE_VERIFIED,AVAILABLE,SYNTHETIC_SHIFTED_SOURCE_TIME_OF_DAY,BASE_EXPECTANCY,0.0,1.5683691646950209,stable,current
