path_id,plan_key,firm,account_name,contracts,month_index,month,stage,attempt,starting_balance,ending_balance,pnl,max_drawdown,floor,payouts,fees,cumulative_payouts,cumulative_fees,net_cash,status,strategy_path_id,account_path_id,prefix_application_basis
44,Apex Trader Funding - EOD PA 50K - Funded only,Apex Trader Funding,EOD PA 50K,1,2,2026-08,funded,1,50500.0,49300.0,-1200.0,1400.0,48500.0,0.0,0.0,0.0,0.0,0.0,active,11,44,ACCOUNT_STATE_BEFORE_PREFIX
45,Apex Trader Funding - EOD PA 50K - Funded only,Apex Trader Funding,EOD PA 50K,4,1,2026-07,funded,1,50000.0,52000.0,2000.0,400.0,50000.0,0.0,0.0,0.0,0.0,0.0,active,11,45,ACCOUNT_STATE_BEFORE_PREFIX
45,Apex Trader Funding - EOD PA 50K - Funded only,Apex Trader Funding,EOD PA 50K,4,2,2026-08,funded,1,52000.0,50400.0,-1600.0,2449.838318119502,50000.0,0.0,0.0,0.0,0.0,0.0,terminal,11,45,ACCOUNT_STATE_BEFORE_PREFIX
46,Alpha Futures - Advanced 50K - Funded only,Alpha Futures,Advanced 50K,1,1,2026-07,funded,1,50000.0,50500.0,500.0,100.0,48750.0,0.0,0.0,0.0,0.0,0.0,active,11,46,ACCOUNT_STATE_BEFORE_PREFIX
46,Alpha Futures - Advanced 50K - Funded only,Alpha Futures,Advanced 50K,1,2,2026-08,funded,1,50500.0,49300.0,-1200.0,1400.0,48750.0,0.0,0.0,0.0,0.0,0.0,active,11,46,ACCOUNT_STATE_BEFORE_PREFIX
47,Alpha Futures - Advanced 50K - Funded only,Alpha Futures,Advanced 50K,4,1,2026-07,funded,1,50000.0,51000.0,2000.0,400.0,50000.0,900.0,0.0,900.0,0.0,900.0,active,11,47,ACCOUNT_STATE_BEFORE_PREFIX
47,Alpha Futures - Advanced 50K - Funded only,Alpha Futures,Advanced 50K,4,2,2026-08,funded,1,51000.0,50200.0,-800.0,1696.410567744737,50000.0,0.0,0.0,900.0,0.0,900.0,terminal,11,47,ACCOUNT_STATE_BEFORE_PREFIX
48,Apex Trader Funding - EOD PA 50K - Funded only,Apex Trader Funding,EOD PA 50K,1,1,2026-07,funded,1,50000.0,50100.0,100.00000000000003,300.0,48300.0,0.0,0.0,0.0,0.0,0.0,active,12,48,ACCOUNT_STATE_BEFORE_PREFIX
48,Apex Trader Funding - EOD PA 50K - Funded only,Apex Trader Funding,EOD PA 50K,1,2,2026-08,funded,1,50100.0,50700.0,600.0,0.0,49100.0,0.0,0.0,0.0,0.0,0.0,active,12,48,ACCOUNT_STATE_BEFORE_PREFIX
49,Apex Trader Funding - EOD PA 50K - Funded only,Apex Trader Funding,EOD PA 50K,4,1,2026-07,funded,1,50000.0,49600.0,-400.0,1423.6745346306852,49200.0,0.0,0.0,0.0,0.0,0.0,terminal,12,49,ACCOUNT_STATE_BEFORE_PREFIX
49,Apex Trader Funding - EOD PA 50K - Funded only,Apex Trader Funding,EOD PA 50K,4,2,2026-08,funded,1,49600.0,49600.0,0.0,0.0,49200.0,0.0,0.0,0.0,0.0,0.0,terminal,12,49,ACCOUNT_STATE_BEFORE_PREFIX
50,Alpha Futures - Advanced 50K - Funded only,Alpha Futures,Advanced 50K,1,1,2026-07,funded,1,50000.0,50100.0,100.00000000000003,300.0,48550.0,0.0,0.0,0.0,0.0,0.0,active,12,50,ACCOUNT_STATE_BEFORE_PREFIX
50,Alpha Futures - Advanced 50K - Funded only,Alpha Futures,Advanced 50K,1,2,2026-08,funded,1,50100.0,50700.0,600.0,0.0,49350.0,0.0,0.0,0.0,0.0,0.0,active,12,50,ACCOUNT_STATE_BEFORE_PREFIX
