path_id,plan_key,event_order,month_index,date,stage,event,amount,balance,floor,attempt,note,strategy_path_id,account_path_id,prefix_application_basis
19,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-14,funded,funded_failed,0.0,48800.0,48250.0,1,Drawdown breached,4,19,ACCOUNT_STATE_BEFORE_PREFIX
19,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48800.0,48250.0,1,capital budget exhausted or rebuys disabled,4,19,ACCOUNT_STATE_BEFORE_PREFIX
21,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,5,21,ACCOUNT_STATE_BEFORE_PREFIX
21,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,5,21,ACCOUNT_STATE_BEFORE_PREFIX
22,Alpha Futures - Advanced 50K - Funded only,1,2,2026-08-13,funded,payout,945.0,51050.0,50000.0,1,Payout taken; consistency state reset; gross_account_debit=1050.00; trader_profit_split=0.90,5,22,ACCOUNT_STATE_BEFORE_PREFIX
23,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,5,23,ACCOUNT_STATE_BEFORE_PREFIX
23,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,5,23,ACCOUNT_STATE_BEFORE_PREFIX
25,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-04,funded,payout,1500.0,52900.0,50100.0,1,Payout taken; consistency state reset; gross_account_debit=1500.00; trader_profit_split=1.00,6,25,ACCOUNT_STATE_BEFORE_PREFIX
27,Alpha Futures - Advanced 50K - Funded only,1,2,2026-08-04,funded,payout,1980.0,52200.0,50000.0,1,Payout taken; consistency state reset; gross_account_debit=2200.00; trader_profit_split=0.90,6,27,ACCOUNT_STATE_BEFORE_PREFIX
29,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,7,29,ACCOUNT_STATE_BEFORE_PREFIX
29,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,7,29,ACCOUNT_STATE_BEFORE_PREFIX
31,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,7,31,ACCOUNT_STATE_BEFORE_PREFIX
31,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,7,31,ACCOUNT_STATE_BEFORE_PREFIX
33,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,8,33,ACCOUNT_STATE_BEFORE_PREFIX
33,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,8,33,ACCOUNT_STATE_BEFORE_PREFIX
35,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,8,35,ACCOUNT_STATE_BEFORE_PREFIX
35,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,8,35,ACCOUNT_STATE_BEFORE_PREFIX
37,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,9,37,ACCOUNT_STATE_BEFORE_PREFIX
37,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,9,37,ACCOUNT_STATE_BEFORE_PREFIX
39,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,9,39,ACCOUNT_STATE_BEFORE_PREFIX
39,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,9,39,ACCOUNT_STATE_BEFORE_PREFIX
41,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,10,41,ACCOUNT_STATE_BEFORE_PREFIX
41,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,10,41,ACCOUNT_STATE_BEFORE_PREFIX
43,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,10,43,ACCOUNT_STATE_BEFORE_PREFIX
43,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,10,43,ACCOUNT_STATE_BEFORE_PREFIX
45,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-10,funded,funded_failed,0.0,50254.0,50100.0,1,Drawdown breached,11,45,ACCOUNT_STATE_BEFORE_PREFIX
45,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50254.0,50100.0,1,capital budget exhausted or rebuys disabled,11,45,ACCOUNT_STATE_BEFORE_PREFIX
47,Alpha Futures - Advanced 50K - Funded only,1,2,2026-08-10,funded,funded_failed,0.0,50254.0,50000.0,1,Drawdown breached,11,47,ACCOUNT_STATE_BEFORE_PREFIX
47,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,50254.0,50000.0,1,capital budget exhausted or rebuys disabled,11,47,ACCOUNT_STATE_BEFORE_PREFIX
49,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-16,funded,funded_failed,0.0,48800.0,48000.0,1,Drawdown breached,12,49,ACCOUNT_STATE_BEFORE_PREFIX
49,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48800.0,48000.0,1,capital budget exhausted or rebuys disabled,12,49,ACCOUNT_STATE_BEFORE_PREFIX
51,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,12,51,ACCOUNT_STATE_BEFORE_PREFIX
51,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,12,51,ACCOUNT_STATE_BEFORE_PREFIX
53,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,13,53,ACCOUNT_STATE_BEFORE_PREFIX
53,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,13,53,ACCOUNT_STATE_BEFORE_PREFIX
55,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,13,55,ACCOUNT_STATE_BEFORE_PREFIX
55,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,13,55,ACCOUNT_STATE_BEFORE_PREFIX
57,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-20,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,14,57,ACCOUNT_STATE_BEFORE_PREFIX
57,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,14,57,ACCOUNT_STATE_BEFORE_PREFIX
59,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,14,59,ACCOUNT_STATE_BEFORE_PREFIX
59,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,14,59,ACCOUNT_STATE_BEFORE_PREFIX
61,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,15,61,ACCOUNT_STATE_BEFORE_PREFIX
61,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,15,61,ACCOUNT_STATE_BEFORE_PREFIX
63,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,15,63,ACCOUNT_STATE_BEFORE_PREFIX
63,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,15,63,ACCOUNT_STATE_BEFORE_PREFIX
65,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,16,65,ACCOUNT_STATE_BEFORE_PREFIX
65,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,16,65,ACCOUNT_STATE_BEFORE_PREFIX
67,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,16,67,ACCOUNT_STATE_BEFORE_PREFIX
67,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,16,67,ACCOUNT_STATE_BEFORE_PREFIX
69,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-14,funded,funded_failed,0.0,48800.0,48000.0,1,Drawdown breached,17,69,ACCOUNT_STATE_BEFORE_PREFIX
69,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48800.0,48000.0,1,capital budget exhausted or rebuys disabled,17,69,ACCOUNT_STATE_BEFORE_PREFIX
71,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,17,71,ACCOUNT_STATE_BEFORE_PREFIX
71,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,17,71,ACCOUNT_STATE_BEFORE_PREFIX
73,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-04,funded,payout,1500.0,53408.0,50100.0,1,Payout taken; consistency state reset; gross_account_debit=1500.00; trader_profit_split=1.00,18,73,ACCOUNT_STATE_BEFORE_PREFIX
75,Alpha Futures - Advanced 50K - Funded only,1,2,2026-08-04,funded,payout,2208.6,52454.0,50000.0,1,Payout taken; consistency state reset; gross_account_debit=2454.00; trader_profit_split=0.90,18,75,ACCOUNT_STATE_BEFORE_PREFIX
77,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,19,77,ACCOUNT_STATE_BEFORE_PREFIX
77,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,19,77,ACCOUNT_STATE_BEFORE_PREFIX
79,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,19,79,ACCOUNT_STATE_BEFORE_PREFIX
79,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,19,79,ACCOUNT_STATE_BEFORE_PREFIX
83,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,20,83,ACCOUNT_STATE_BEFORE_PREFIX
83,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,20,83,ACCOUNT_STATE_BEFORE_PREFIX
85,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,21,85,ACCOUNT_STATE_BEFORE_PREFIX
85,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,21,85,ACCOUNT_STATE_BEFORE_PREFIX
87,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,21,87,ACCOUNT_STATE_BEFORE_PREFIX
87,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,21,87,ACCOUNT_STATE_BEFORE_PREFIX
89,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-07,funded,payout,700.0,52100.0,50100.0,1,Payout taken; consistency state reset; gross_account_debit=700.00; trader_profit_split=1.00,22,89,ACCOUNT_STATE_BEFORE_PREFIX
89,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-13,funded,funded_failed,0.0,50500.0,50100.0,1,Drawdown breached,22,89,ACCOUNT_STATE_BEFORE_PREFIX
89,Apex Trader Funding - EOD PA 50K - Funded only,3,2,2026-08-18,funded,terminal,0.0,50500.0,50100.0,1,capital budget exhausted or rebuys disabled,22,89,ACCOUNT_STATE_BEFORE_PREFIX
91,Alpha Futures - Advanced 50K - Funded only,1,2,2026-08-07,funded,payout,1260.0,51400.0,50000.0,1,Payout taken; consistency state reset; gross_account_debit=1400.00; trader_profit_split=0.90,22,91,ACCOUNT_STATE_BEFORE_PREFIX
91,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-12,funded,funded_failed,0.0,50600.0,50000.0,1,Drawdown breached,22,91,ACCOUNT_STATE_BEFORE_PREFIX
91,Alpha Futures - Advanced 50K - Funded only,3,2,2026-08-18,funded,terminal,0.0,50600.0,50000.0,1,capital budget exhausted or rebuys disabled,22,91,ACCOUNT_STATE_BEFORE_PREFIX
93,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,23,93,ACCOUNT_STATE_BEFORE_PREFIX
93,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,23,93,ACCOUNT_STATE_BEFORE_PREFIX
95,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,23,95,ACCOUNT_STATE_BEFORE_PREFIX
95,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,23,95,ACCOUNT_STATE_BEFORE_PREFIX
97,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-07,funded,funded_failed,0.0,49454.0,48654.0,1,Drawdown breached,24,97,ACCOUNT_STATE_BEFORE_PREFIX
97,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,49454.0,48654.0,1,capital budget exhausted or rebuys disabled,24,97,ACCOUNT_STATE_BEFORE_PREFIX
99,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,24,99,ACCOUNT_STATE_BEFORE_PREFIX
99,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,24,99,ACCOUNT_STATE_BEFORE_PREFIX
101,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,25,101,ACCOUNT_STATE_BEFORE_PREFIX
101,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,25,101,ACCOUNT_STATE_BEFORE_PREFIX
103,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,25,103,ACCOUNT_STATE_BEFORE_PREFIX
103,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,25,103,ACCOUNT_STATE_BEFORE_PREFIX
105,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,26,105,ACCOUNT_STATE_BEFORE_PREFIX
105,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,26,105,ACCOUNT_STATE_BEFORE_PREFIX
107,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,26,107,ACCOUNT_STATE_BEFORE_PREFIX
107,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,26,107,ACCOUNT_STATE_BEFORE_PREFIX
109,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,27,109,ACCOUNT_STATE_BEFORE_PREFIX
109,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,27,109,ACCOUNT_STATE_BEFORE_PREFIX
111,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,27,111,ACCOUNT_STATE_BEFORE_PREFIX
111,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,27,111,ACCOUNT_STATE_BEFORE_PREFIX
113,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,28,113,ACCOUNT_STATE_BEFORE_PREFIX
113,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,28,113,ACCOUNT_STATE_BEFORE_PREFIX
115,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,28,115,ACCOUNT_STATE_BEFORE_PREFIX
115,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,28,115,ACCOUNT_STATE_BEFORE_PREFIX
117,Apex Trader Funding - EOD PA 50K - Funded only,1,2,2026-08-04,funded,payout,700.0,52100.0,50100.0,1,Payout taken; consistency state reset; gross_account_debit=700.00; trader_profit_split=1.00,29,117,ACCOUNT_STATE_BEFORE_PREFIX
119,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-10,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,29,119,ACCOUNT_STATE_BEFORE_PREFIX
119,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,29,119,ACCOUNT_STATE_BEFORE_PREFIX
121,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,30,121,ACCOUNT_STATE_BEFORE_PREFIX
121,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,30,121,ACCOUNT_STATE_BEFORE_PREFIX
122,Alpha Futures - Advanced 50K - Funded only,1,2,2026-08-03,funded,payout,973.575,51081.75,50000.0,1,Payout taken; consistency state reset; gross_account_debit=1081.75; trader_profit_split=0.90,30,122,ACCOUNT_STATE_BEFORE_PREFIX
123,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,30,123,ACCOUNT_STATE_BEFORE_PREFIX
123,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,30,123,ACCOUNT_STATE_BEFORE_PREFIX
125,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,31,125,ACCOUNT_STATE_BEFORE_PREFIX
125,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,31,125,ACCOUNT_STATE_BEFORE_PREFIX
127,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,31,127,ACCOUNT_STATE_BEFORE_PREFIX
127,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,31,127,ACCOUNT_STATE_BEFORE_PREFIX
129,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,32,129,ACCOUNT_STATE_BEFORE_PREFIX
129,Apex Trader Funding - EOD PA 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48000.0,1,capital budget exhausted or rebuys disabled,32,129,ACCOUNT_STATE_BEFORE_PREFIX
131,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,32,131,ACCOUNT_STATE_BEFORE_PREFIX
131,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,32,131,ACCOUNT_STATE_BEFORE_PREFIX
133,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-17,funded,payout,1500.0,53554.0,50100.0,1,Payout taken; consistency state reset; gross_account_debit=1500.00; trader_profit_split=1.00,33,133,ACCOUNT_STATE_BEFORE_PREFIX
135,Alpha Futures - Advanced 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48250.0,1,Drawdown breached,33,135,ACCOUNT_STATE_BEFORE_PREFIX
135,Alpha Futures - Advanced 50K - Funded only,2,2,2026-08-18,funded,terminal,0.0,48400.0,48250.0,1,capital budget exhausted or rebuys disabled,33,135,ACCOUNT_STATE_BEFORE_PREFIX
137,Apex Trader Funding - EOD PA 50K - Funded only,1,1,2026-07-09,funded,funded_failed,0.0,48400.0,48000.0,1,Drawdown breached,34,137,ACCOUNT_STATE_BEFORE_PREFIX
