strategy_id,instrument,entry_time,exit_time,direction,pnl_points,dollars_per_point,commission_round_turn,result_type,session
nq_fade,NQ,2024-04-10T14:30:00Z,2024-04-10T14:55:00Z,long,-25.5,2.0,0.0,loss,RTH
nq_fade,NQ,2024-04-19T14:30:00Z,2024-04-19T14:55:00Z,long,-114.4,2.0,0.0,loss,RTH
nq_fade,NQ,2024-04-23T14:30:00Z,2024-04-23T14:55:00Z,short,-101.6,2.0,0.0,loss,RTH
nq_fade,NQ,2024-04-24T14:30:00Z,2024-04-24T14:55:00Z,short,50.6,2.0,0.0,win,RTH
nq_fade,NQ,2024-04-24T14:35:00Z,2024-04-24T15:00:00Z,short,50.6,2.0,0.0,win,RTH
nq_fade,NQ,2024-04-29T14:30:00Z,2024-04-29T14:55:00Z,short,56.3,2.0,0.0,win,RTH
nq_fade,NQ,2024-05-03T14:30:00Z,2024-05-03T14:55:00Z,short,-47.6,2.0,0.0,loss,RTH
nq_fade,NQ,2024-05-06T14:30:00Z,2024-05-06T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-05-06T14:35:00Z,2024-05-06T15:00:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-05-07T14:30:00Z,2024-05-07T14:55:00Z,short,72.0,2.0,0.0,win,RTH
nq_fade,NQ,2024-05-10T14:30:00Z,2024-05-10T14:55:00Z,short,78.4,2.0,0.0,win,RTH
nq_fade,NQ,2024-05-10T14:35:00Z,2024-05-10T15:00:00Z,short,78.4,2.0,0.0,win,RTH
nq_fade,NQ,2024-05-14T14:30:00Z,2024-05-14T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-05-15T14:30:00Z,2024-05-15T14:55:00Z,short,-21.4,2.0,0.0,loss,RTH
nq_fade,NQ,2024-05-22T14:30:00Z,2024-05-22T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-05-23T14:30:00Z,2024-05-23T14:55:00Z,short,-70.9,2.0,0.0,loss,RTH
nq_fade,NQ,2024-05-28T14:30:00Z,2024-05-28T14:55:00Z,short,46.5,2.0,0.0,win,RTH
nq_fade,NQ,2024-05-29T14:30:00Z,2024-05-29T14:55:00Z,long,93.8,2.0,0.0,win,RTH
nq_fade,NQ,2024-05-31T14:30:00Z,2024-05-31T14:55:00Z,long,35.6,2.0,0.0,win,RTH
nq_fade,NQ,2024-05-31T14:35:00Z,2024-05-31T15:00:00Z,long,-191.3,2.0,0.0,loss,RTH
nq_fade,NQ,2024-06-05T14:30:00Z,2024-06-05T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-06-05T14:35:00Z,2024-06-05T15:00:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-06-05T14:40:00Z,2024-06-05T15:05:00Z,short,-68.6,2.0,0.0,loss,RTH
nq_fade,NQ,2024-06-12T14:30:00Z,2024-06-12T14:55:00Z,short,-39.0,2.0,0.0,loss,RTH
nq_fade,NQ,2024-06-13T14:30:00Z,2024-06-13T14:55:00Z,short,46.9,2.0,0.0,win,RTH
nq_fade,NQ,2024-06-17T14:30:00Z,2024-06-17T14:55:00Z,short,-28.9,2.0,0.0,loss,RTH
nq_fade,NQ,2024-06-20T14:30:00Z,2024-06-20T14:55:00Z,short,39.0,2.0,0.0,win,RTH
nq_fade,NQ,2024-06-26T14:30:00Z,2024-06-26T14:55:00Z,short,-27.0,2.0,0.0,loss,RTH
nq_fade,NQ,2024-06-28T14:30:00Z,2024-06-28T14:55:00Z,short,-16.1,2.0,0.0,loss,RTH
nq_fade,NQ,2024-07-01T14:30:00Z,2024-07-01T14:55:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2024-07-01T14:35:00Z,2024-07-01T15:00:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2024-07-05T14:30:00Z,2024-07-05T14:55:00Z,short,-21.8,2.0,0.0,loss,RTH
nq_fade,NQ,2024-07-10T14:30:00Z,2024-07-10T14:55:00Z,short,84.4,2.0,0.0,win,RTH
nq_fade,NQ,2024-07-11T14:30:00Z,2024-07-11T14:55:00Z,short,-11.6,2.0,0.0,loss,RTH
nq_fade,NQ,2024-07-17T14:30:00Z,2024-07-17T14:55:00Z,long,-146.6,2.0,0.0,loss,RTH
nq_fade,NQ,2024-07-18T14:30:00Z,2024-07-18T14:55:00Z,long,-93.4,2.0,0.0,loss,RTH
nq_fade,NQ,2024-07-19T14:30:00Z,2024-07-19T14:55:00Z,long,122.6,2.0,0.0,win,RTH
nq_fade,NQ,2024-07-24T14:30:00Z,2024-07-24T14:55:00Z,long,-44.3,2.0,0.0,loss,RTH
nq_fade,NQ,2024-07-31T14:30:00Z,2024-07-31T14:55:00Z,short,-141.0,2.0,0.0,loss,RTH
nq_fade,NQ,2024-08-01T14:30:00Z,2024-08-01T14:55:00Z,short,93.0,2.0,0.0,win,RTH
nq_fade,NQ,2024-08-02T14:30:00Z,2024-08-02T14:55:00Z,long,79.5,2.0,0.0,win,RTH
nq_fade,NQ,2024-08-05T14:30:00Z,2024-08-05T14:55:00Z,long,-200.0,2.0,0.0,loss,RTH
nq_fade,NQ,2024-08-06T14:30:00Z,2024-08-06T14:55:00Z,short,139.9,2.0,0.0,win,RTH
nq_fade,NQ,2024-08-07T14:30:00Z,2024-08-07T14:55:00Z,short,102.8,2.0,0.0,win,RTH
nq_fade,NQ,2024-08-13T14:30:00Z,2024-08-13T14:55:00Z,short,84.4,2.0,0.0,win,RTH
nq_fade,NQ,2024-08-13T14:35:00Z,2024-08-13T15:00:00Z,short,84.4,2.0,0.0,win,RTH
nq_fade,NQ,2024-08-15T14:30:00Z,2024-08-15T14:55:00Z,short,-145.9,2.0,0.0,loss,RTH
nq_fade,NQ,2024-08-16T14:30:00Z,2024-08-16T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-08-27T14:30:00Z,2024-08-27T14:55:00Z,long,141.0,2.0,0.0,win,RTH
nq_fade,NQ,2024-09-03T14:30:00Z,2024-09-03T14:55:00Z,long,-68.3,2.0,0.0,loss,RTH
nq_fade,NQ,2024-09-06T14:30:00Z,2024-09-06T14:55:00Z,long,87.4,2.0,0.0,win,RTH
nq_fade,NQ,2024-09-06T14:35:00Z,2024-09-06T15:00:00Z,long,-117.0,2.0,0.0,loss,RTH
nq_fade,NQ,2024-09-11T14:30:00Z,2024-09-11T14:55:00Z,short,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2024-09-12T14:30:00Z,2024-09-12T14:55:00Z,short,61.9,2.0,0.0,win,RTH
nq_fade,NQ,2024-09-16T14:30:00Z,2024-09-16T14:55:00Z,short,-72.0,2.0,0.0,loss,RTH
nq_fade,NQ,2024-09-17T14:30:00Z,2024-09-17T14:55:00Z,short,55.1,2.0,0.0,win,RTH
nq_fade,NQ,2024-09-17T14:35:00Z,2024-09-17T15:00:00Z,short,55.1,2.0,0.0,win,RTH
nq_fade,NQ,2024-09-17T14:40:00Z,2024-09-17T15:05:00Z,short,179.6,2.0,0.0,win,RTH
nq_fade,NQ,2024-09-19T14:30:00Z,2024-09-19T14:55:00Z,short,-73.1,2.0,0.0,loss,RTH
nq_fade,NQ,2024-09-25T14:30:00Z,2024-09-25T14:55:00Z,short,69.2,2.0,0.0,win,RTH
nq_fade,NQ,2024-09-26T14:30:00Z,2024-09-26T14:55:00Z,short,-63.8,2.0,0.0,loss,RTH
nq_fade,NQ,2024-09-30T14:30:00Z,2024-09-30T14:55:00Z,long,54.4,2.0,0.0,win,RTH
nq_fade,NQ,2024-10-01T14:30:00Z,2024-10-01T14:55:00Z,long,107.7,2.0,0.0,win,RTH
nq_fade,NQ,2024-10-01T14:35:00Z,2024-10-01T15:00:00Z,long,114.1,2.0,0.0,win,RTH
nq_fade,NQ,2024-10-04T14:30:00Z,2024-10-04T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-10-14T14:30:00Z,2024-10-14T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-10-14T14:35:00Z,2024-10-14T15:00:00Z,short,-57.8,2.0,0.0,loss,RTH
nq_fade,NQ,2024-10-25T14:30:00Z,2024-10-25T14:55:00Z,short,-76.5,2.0,0.0,loss,RTH
nq_fade,NQ,2024-10-31T14:30:00Z,2024-10-31T14:55:00Z,long,-40.9,2.0,0.0,loss,RTH
nq_fade,NQ,2024-11-06T14:30:00Z,2024-11-06T14:55:00Z,short,-69.4,2.0,0.0,loss,RTH
nq_fade,NQ,2024-11-07T14:30:00Z,2024-11-07T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-11-15T14:30:00Z,2024-11-15T14:55:00Z,long,-64.5,2.0,0.0,loss,RTH
nq_fade,NQ,2024-11-20T14:30:00Z,2024-11-20T14:55:00Z,short,58.5,2.0,0.0,win,RTH
nq_fade,NQ,2024-11-25T14:30:00Z,2024-11-25T14:55:00Z,short,-43.9,2.0,0.0,loss,RTH
nq_fade,NQ,2024-11-27T14:30:00Z,2024-11-27T14:55:00Z,long,55.0,2.0,0.0,win,RTH
nq_fade,NQ,2024-12-02T14:30:00Z,2024-12-02T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2024-12-02T14:35:00Z,2024-12-02T15:00:00Z,short,-56.6,2.0,0.0,loss,RTH
nq_fade,NQ,2024-12-04T14:30:00Z,2024-12-04T14:55:00Z,short,-28.9,2.0,0.0,loss,RTH
nq_fade,NQ,2024-12-06T14:30:00Z,2024-12-06T14:55:00Z,short,-32.2,2.0,0.0,loss,RTH
nq_fade,NQ,2024-12-09T14:30:00Z,2024-12-09T14:55:00Z,short,-12.8,2.0,0.0,loss,RTH
nq_fade,NQ,2024-12-13T14:30:00Z,2024-12-13T14:55:00Z,short,44.6,2.0,0.0,win,RTH
nq_fade,NQ,2024-12-13T14:35:00Z,2024-12-13T15:00:00Z,short,44.6,2.0,0.0,win,RTH
nq_fade,NQ,2024-12-20T14:30:00Z,2024-12-20T14:55:00Z,long,-99.4,2.0,0.0,loss,RTH
nq_fade,NQ,2024-12-24T14:30:00Z,2024-12-24T14:55:00Z,short,-132.6,2.0,0.0,loss,RTH
nq_fade,NQ,2024-12-26T14:30:00Z,2024-12-26T14:55:00Z,short,36.0,2.0,0.0,win,RTH
nq_fade,NQ,2024-12-27T14:30:00Z,2024-12-27T14:55:00Z,long,-83.3,2.0,0.0,loss,RTH
nq_fade,NQ,2024-12-30T14:30:00Z,2024-12-30T14:55:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2024-12-30T14:35:00Z,2024-12-30T15:00:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-01-06T14:30:00Z,2025-01-06T14:55:00Z,short,-55.1,2.0,0.0,loss,RTH
nq_fade,NQ,2025-01-07T14:30:00Z,2025-01-07T14:55:00Z,long,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-01-10T14:30:00Z,2025-01-10T14:55:00Z,long,99.8,2.0,0.0,win,RTH
nq_fade,NQ,2025-01-10T14:35:00Z,2025-01-10T15:00:00Z,long,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-01-10T14:40:00Z,2025-01-10T15:05:00Z,long,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-01-13T14:30:00Z,2025-01-13T14:55:00Z,long,-73.5,2.0,0.0,loss,RTH
nq_fade,NQ,2025-01-15T14:30:00Z,2025-01-15T14:55:00Z,short,-76.8,2.0,0.0,loss,RTH
nq_fade,NQ,2025-01-16T14:30:00Z,2025-01-16T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-01-17T14:30:00Z,2025-01-17T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-01-17T14:35:00Z,2025-01-17T15:00:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-01-20T14:30:00Z,2025-01-20T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-01-21T14:30:00Z,2025-01-21T14:55:00Z,long,-100.5,2.0,0.0,loss,RTH
nq_fade,NQ,2025-01-22T14:30:00Z,2025-01-22T14:55:00Z,short,-39.8,2.0,0.0,loss,RTH
nq_fade,NQ,2025-01-24T14:30:00Z,2025-01-24T14:55:00Z,short,54.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-01-27T14:30:00Z,2025-01-27T14:55:00Z,long,-143.6,2.0,0.0,loss,RTH
nq_fade,NQ,2025-01-30T14:30:00Z,2025-01-30T14:55:00Z,short,95.3,2.0,0.0,win,RTH
nq_fade,NQ,2025-01-31T14:30:00Z,2025-01-31T14:55:00Z,short,-79.5,2.0,0.0,loss,RTH
nq_fade,NQ,2025-02-06T14:30:00Z,2025-02-06T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-02-12T14:30:00Z,2025-02-12T14:55:00Z,long,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-02-13T14:30:00Z,2025-02-13T14:55:00Z,short,-78.2,2.0,0.0,loss,RTH
nq_fade,NQ,2025-02-14T14:30:00Z,2025-02-14T14:55:00Z,short,25.9,2.0,0.0,win,RTH
nq_fade,NQ,2025-02-17T14:30:00Z,2025-02-17T14:55:00Z,short,40.1,2.0,0.0,win,RTH
nq_fade,NQ,2025-02-18T14:30:00Z,2025-02-18T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-02-20T14:30:00Z,2025-02-20T14:55:00Z,long,-39.4,2.0,0.0,loss,RTH
nq_fade,NQ,2025-02-24T14:30:00Z,2025-02-24T14:55:00Z,long,-69.0,2.0,0.0,loss,RTH
nq_fade,NQ,2025-02-25T14:30:00Z,2025-02-25T14:55:00Z,long,53.6,2.0,0.0,win,RTH
nq_fade,NQ,2025-02-25T14:35:00Z,2025-02-25T15:00:00Z,long,123.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-02-25T14:40:00Z,2025-02-25T15:05:00Z,long,-88.5,2.0,0.0,loss,RTH
nq_fade,NQ,2025-02-27T14:30:00Z,2025-02-27T14:55:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-03-04T14:30:00Z,2025-03-04T14:55:00Z,long,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-03-07T14:30:00Z,2025-03-07T14:55:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-03-10T14:30:00Z,2025-03-10T14:55:00Z,long,-200.0,2.0,0.0,loss,RTH
nq_fade,NQ,2025-03-13T14:30:00Z,2025-03-13T14:55:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-03-17T14:30:00Z,2025-03-17T14:55:00Z,short,177.4,2.0,0.0,win,RTH
nq_fade,NQ,2025-03-24T14:30:00Z,2025-03-24T14:55:00Z,short,-48.8,2.0,0.0,loss,RTH
nq_fade,NQ,2025-03-25T14:30:00Z,2025-03-25T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-03-28T14:30:00Z,2025-03-28T14:55:00Z,long,-189.0,2.0,0.0,loss,RTH
nq_fade,NQ,2025-03-31T14:30:00Z,2025-03-31T14:55:00Z,long,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-03-31T14:35:00Z,2025-03-31T15:00:00Z,long,72.8,2.0,0.0,win,RTH
nq_fade,NQ,2025-03-31T14:40:00Z,2025-03-31T15:05:00Z,long,111.8,2.0,0.0,win,RTH
nq_fade,NQ,2025-04-03T14:30:00Z,2025-04-03T14:55:00Z,long,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-04-04T14:30:00Z,2025-04-04T14:55:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-04-16T14:30:00Z,2025-04-16T14:55:00Z,long,-103.5,2.0,0.0,loss,RTH
nq_fade,NQ,2025-04-21T14:30:00Z,2025-04-21T14:55:00Z,long,-85.5,2.0,0.0,loss,RTH
nq_fade,NQ,2025-04-23T14:30:00Z,2025-04-23T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-04-23T14:35:00Z,2025-04-23T15:00:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-04-30T14:30:00Z,2025-04-30T14:55:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-04-30T14:35:00Z,2025-04-30T15:00:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-05-06T14:30:00Z,2025-05-06T14:55:00Z,long,77.6,2.0,0.0,win,RTH
nq_fade,NQ,2025-05-06T14:35:00Z,2025-05-06T15:00:00Z,long,77.6,2.0,0.0,win,RTH
nq_fade,NQ,2025-05-08T14:30:00Z,2025-05-08T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-05-12T14:30:00Z,2025-05-12T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-05-13T14:30:00Z,2025-05-13T14:55:00Z,short,-91.4,2.0,0.0,loss,RTH
nq_fade,NQ,2025-05-19T14:30:00Z,2025-05-19T14:55:00Z,long,59.6,2.0,0.0,win,RTH
nq_fade,NQ,2025-05-20T14:30:00Z,2025-05-20T14:55:00Z,short,33.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-05-22T14:30:00Z,2025-05-22T14:55:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-05-22T14:35:00Z,2025-05-22T15:00:00Z,long,200.0,2.0,0.0,win,RTH
nq_fade,NQ,2025-05-23T14:30:00Z,2025-05-23T14:55:00Z,long,-69.8,2.0,0.0,loss,RTH
nq_fade,NQ,2025-05-28T14:30:00Z,2025-05-28T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-05-28T14:35:00Z,2025-05-28T15:00:00Z,short,55.9,2.0,0.0,win,RTH
nq_fade,NQ,2025-05-29T14:30:00Z,2025-05-29T14:55:00Z,short,-162.0,2.0,0.0,loss,RTH
nq_fade,NQ,2025-05-30T14:30:00Z,2025-05-30T14:55:00Z,long,66.8,2.0,0.0,win,RTH
nq_fade,NQ,2025-06-03T14:30:00Z,2025-06-03T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-06-03T14:35:00Z,2025-06-03T15:00:00Z,short,-72.3,2.0,0.0,loss,RTH
nq_fade,NQ,2025-06-05T14:30:00Z,2025-06-05T14:55:00Z,short,-31.9,2.0,0.0,loss,RTH
nq_fade,NQ,2025-06-11T14:30:00Z,2025-06-11T14:55:00Z,short,-87.4,2.0,0.0,loss,RTH
nq_fade,NQ,2025-06-12T14:30:00Z,2025-06-12T14:55:00Z,long,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-06-13T14:30:00Z,2025-06-13T14:55:00Z,long,-159.4,2.0,0.0,loss,RTH
nq_fade,NQ,2025-06-16T14:30:00Z,2025-06-16T14:55:00Z,short,-78.4,2.0,0.0,loss,RTH
nq_fade,NQ,2025-06-19T14:30:00Z,2025-06-19T14:55:00Z,long,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-06-19T14:35:00Z,2025-06-19T15:00:00Z,long,-38.5,2.0,0.0,loss,RTH
nq_fade,NQ,2025-06-20T14:30:00Z,2025-06-20T14:55:00Z,short,165.4,2.0,0.0,win,RTH
nq_fade,NQ,2025-06-24T14:30:00Z,2025-06-24T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-06-24T14:35:00Z,2025-06-24T15:00:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-06-24T14:40:00Z,2025-06-24T15:05:00Z,short,-43.5,2.0,0.0,loss,RTH
nq_fade,NQ,2025-06-25T14:30:00Z,2025-06-25T14:55:00Z,short,43.5,2.0,0.0,win,RTH
nq_fade,NQ,2025-06-27T14:30:00Z,2025-06-27T14:55:00Z,short,-45.4,2.0,0.0,loss,RTH
nq_fade,NQ,2025-07-03T14:30:00Z,2025-07-03T14:55:00Z,short,-127.5,2.0,0.0,loss,RTH
nq_fade,NQ,2025-07-15T14:30:00Z,2025-07-15T14:55:00Z,short,-33.4,2.0,0.0,loss,RTH
nq_fade,NQ,2025-07-16T14:30:00Z,2025-07-16T14:55:00Z,long,63.8,2.0,0.0,win,RTH
nq_fade,NQ,2025-07-18T14:30:00Z,2025-07-18T14:55:00Z,short,27.4,2.0,0.0,win,RTH
nq_fade,NQ,2025-07-21T14:30:00Z,2025-07-21T14:55:00Z,short,-71.6,2.0,0.0,loss,RTH
nq_fade,NQ,2025-07-25T14:30:00Z,2025-07-25T14:55:00Z,short,34.1,2.0,0.0,win,RTH
nq_fade,NQ,2025-07-28T14:30:00Z,2025-07-28T14:55:00Z,short,30.4,2.0,0.0,win,RTH
nq_fade,NQ,2025-07-28T14:35:00Z,2025-07-28T15:00:00Z,short,30.4,2.0,0.0,win,RTH
nq_fade,NQ,2025-07-29T14:30:00Z,2025-07-29T14:55:00Z,short,0.0,2.0,0.0,breakeven,RTH
nq_fade,NQ,2025-07-29T14:35:00Z,2025-07-29T15:00:00Z,short,61.5,2.0,0.0,win,RTH
nq_fade,NQ,2025-07-31T14:30:00Z,2025-07-31T14:55:00Z,short,43.9,2.0,0.0,win,RTH
nq_fade,NQ,2025-08-01T14:30:00Z,2025-08-01T14:55:00Z,long,-61.5,2.0,0.0,loss,RTH
nq_fade,NQ,2025-08-05T14:30:00Z,2025-08-05T14:55:00Z,short,51.4,2.0,0.0,win,RTH
nq_fade,NQ,2025-08-07T14:30:00Z,2025-08-07T14:55:00Z,short,100.9,2.0,0.0,win,RTH
nq_fade,NQ,2025-08-13T14:30:00Z,2025-08-13T14:55:00Z,short,29.3,2.0,0.0,win,RTH
